episode,state_idx,predicted_value,target_value
0,0,0.1575995236635208,-2.0
0,1,-0.010717317461967468,-2.0
0,2,0.07421450316905975,-2.0
0,3,0.2677377164363861,-2.0
0,4,0.27139812707901,-2.0
0,5,0.4078966975212097,-2.0
0,6,0.4134347438812256,-2.0
0,7,0.3991513252258301,-2.0
0,8,0.3967769145965576,-2.0
1,0,0.17658397555351257,0.0
2,0,-0.025502867996692657,-1.0
2,1,-0.17350900173187256,-1.0
2,2,-0.1708754301071167,-1.0
2,3,-0.05763726681470871,-1.0
3,0,0.31250447034835815,0.0
3,1,0.07897819578647614,0.0
3,2,0.1181909516453743,0.0
4,0,-0.24180752038955688,-8.0
4,1,-0.0880555585026741,-8.0
4,2,0.127954363822937,-8.0
4,3,0.20518755912780762,-8.0
4,4,0.2223793864250183,-8.0
4,5,0.1875869333744049,-8.0
4,6,0.15444166958332062,-8.0
4,7,0.1435287445783615,-8.0
4,8,0.13101989030838013,-8.0
4,9,0.08685892075300217,-8.0
4,10,0.07803372293710709,-8.0
5,0,-0.5045088529586792,0.0
6,0,-0.5498009920120239,-19.0
6,1,-0.5359193086624146,-19.0
6,2,-0.5374850034713745,-19.0
6,3,-0.5371661186218262,-19.0
6,4,-0.5376801490783691,-19.0
6,5,-0.5384554862976074,-19.0
6,6,-0.5388959646224976,-19.0
6,7,-0.538723349571228,-19.0
6,8,-0.5390720367431641,-19.0
6,9,-0.5392018556594849,-19.0
6,10,-0.5392882823944092,-19.0
6,11,-0.5393133163452148,-19.0
6,12,-0.5392534732818604,-19.0
6,13,-0.5388853549957275,-19.0
6,14,-0.5386157035827637,-19.0
6,15,-0.5379676818847656,-19.0
6,16,-0.536950945854187,-19.0
6,17,-0.5354454517364502,-19.0
6,18,-0.5353567600250244,-19.0
6,19,-0.5332860946655273,-19.0
6,20,-0.5312132835388184,-19.0
6,21,-0.5311460494995117,-19.0
6,22,-0.5305119752883911,-19.0
6,23,-0.5297139883041382,-19.0
6,24,-0.5274648666381836,-19.0
6,25,-0.5254089832305908,-19.0
6,26,-0.526607871055603,-19.0
6,27,-0.5251327753067017,-19.0
6,28,-0.5252130031585693,-19.0
6,29,-0.5230358839035034,-19.0
6,30,-0.5209563970565796,-19.0
6,31,-0.5190728902816772,-19.0
6,32,-0.512130618095398,-19.0
6,33,-0.5089256763458252,-19.0
6,34,-0.5084830522537231,-19.0
6,35,-0.5051928758621216,-19.0
6,36,-0.5033056735992432,-19.0
6,37,-0.5020937919616699,-19.0
7,0,-0.5925146341323853,0.0
7,1,-0.5927770137786865,0.0
7,2,-0.5930595397949219,0.0
7,3,-0.5976384282112122,0.0
7,4,-0.6001133322715759,0.0
7,5,-0.5998061895370483,0.0
7,6,-0.602968692779541,0.0
7,7,-0.602690577507019,0.0
7,8,-0.602354884147644,0.0
7,9,-0.6039727926254272,0.0
7,10,-0.6038740873336792,0.0
7,11,-0.6042070388793945,0.0
7,12,-0.6046815514564514,0.0
7,13,-0.6039513945579529,0.0
7,14,-0.6021672487258911,0.0
7,15,-0.5985512733459473,0.0
7,16,-0.5983791947364807,0.0
8,0,-0.6080246567726135,0.0
8,1,-0.615684449672699,0.0
8,2,-0.6199331879615784,0.0
8,3,-0.6111841201782227,0.0
8,4,-0.6074290871620178,0.0
8,5,-0.603022575378418,0.0
8,6,-0.6037382483482361,0.0
8,7,-0.6137043833732605,0.0
8,8,-0.6056916117668152,0.0
9,0,-0.6339067816734314,0.0
10,0,-0.6627444624900818,0.0
11,0,-0.6657094955444336,-11.0
11,1,-0.6921055316925049,-11.0
11,2,-0.6933273077011108,-11.0
11,3,-0.6943825483322144,-11.0
11,4,-0.6938989162445068,-11.0
11,5,-0.693677544593811,-11.0
11,6,-0.6931265592575073,-11.0
11,7,-0.692328691482544,-11.0
11,8,-0.6918790340423584,-11.0
11,9,-0.691665530204773,-11.0
11,10,-0.6911183595657349,-11.0
11,11,-0.6888155937194824,-11.0
11,12,-0.6900557279586792,-11.0
11,13,-0.6874649524688721,-11.0
11,14,-0.6845089197158813,-11.0
11,15,-0.6804137229919434,-11.0
12,0,-0.7357174158096313,-3.0
12,1,-0.7358232140541077,-3.0
12,2,-0.7352427840232849,-3.0
12,3,-0.7345964312553406,-3.0
12,4,-0.7364292740821838,-3.0
12,5,-0.7374250888824463,-3.0
12,6,-0.7377630472183228,-3.0
13,0,-0.7656866908073425,0.0
14,0,-0.7809208631515503,-18.0
14,1,-0.7764455080032349,-18.0
14,2,-0.7822451591491699,-18.0
14,3,-0.7830604314804077,-18.0
14,4,-0.7810299396514893,-18.0
14,5,-0.7805057764053345,-18.0
14,6,-0.7790822982788086,-18.0
14,7,-0.7787357568740845,-18.0
14,8,-0.7786660194396973,-18.0
14,9,-0.7757880091667175,-18.0
14,10,-0.7759653329849243,-18.0
14,11,-0.7760035395622253,-18.0
14,12,-0.7753565311431885,-18.0
14,13,-0.777718186378479,-18.0
14,14,-0.7791002988815308,-18.0
14,15,-0.7749537825584412,-18.0
14,16,-0.7747422456741333,-18.0
14,17,-0.7753308415412903,-18.0
14,18,-0.7745277285575867,-18.0
14,19,-0.7745394706726074,-18.0
14,20,-0.7721042037010193,-18.0
14,21,-0.7703051567077637,-18.0
14,22,-0.7700304985046387,-18.0
14,23,-0.769874095916748,-18.0
14,24,-0.7699078321456909,-18.0
14,25,-0.7690871953964233,-18.0
14,26,-0.7689976692199707,-18.0
15,0,-0.7999860048294067,-3.0
15,1,-0.8196021914482117,-3.0
15,2,-0.8211649656295776,-3.0
15,3,-0.8189631700515747,-3.0
15,4,-0.8136472105979919,-3.0
15,5,-0.8104055523872375,-3.0
16,0,-0.8489211201667786,0.0
16,1,-0.8471410274505615,0.0
16,2,-0.8447584509849548,0.0
17,0,-0.8891873955726624,-33.0
17,1,-0.8807758092880249,-33.0
17,2,-0.8854225873947144,-33.0
17,3,-0.8864971995353699,-33.0
17,4,-0.8866353034973145,-33.0
17,5,-0.8881178498268127,-33.0
17,6,-0.8873813152313232,-33.0
17,7,-0.8875665068626404,-33.0
17,8,-0.8880684971809387,-33.0
17,9,-0.8883601427078247,-33.0
17,10,-0.8899582028388977,-33.0
17,11,-0.8896239995956421,-33.0
17,12,-0.8911151885986328,-33.0
17,13,-0.890621542930603,-33.0
17,14,-0.8908671140670776,-33.0
17,15,-0.8910666704177856,-33.0
17,16,-0.8912811875343323,-33.0
17,17,-0.8912761211395264,-33.0
17,18,-0.8916151523590088,-33.0
17,19,-0.8919025659561157,-33.0
17,20,-0.8919458389282227,-33.0
17,21,-0.8919656276702881,-33.0
17,22,-0.8920891284942627,-33.0
17,23,-0.8920618295669556,-33.0
17,24,-0.8922775983810425,-33.0
17,25,-0.8919566869735718,-33.0
17,26,-0.8924862146377563,-33.0
17,27,-0.8925501704216003,-33.0
17,28,-0.8924664258956909,-33.0
17,29,-0.8924025893211365,-33.0
17,30,-0.8926356434822083,-33.0
17,31,-0.8927040100097656,-33.0
17,32,-0.8925846219062805,-33.0
17,33,-0.892708420753479,-33.0
17,34,-0.8927299380302429,-33.0
